"","pathogens","Quant","Sample","type"
"21358","Astrovirus",NA,"CHHAND_TS_153_R1","CHHAND"
"21359","Cyclospora cayetanesis",NA,"CHHAND_TS_153_R1","CHHAND"
"21360","C hominis",NA,"CHHAND_TS_153_R1","CHHAND"
"21361","Cryptosporidium spp.",NA,"CHHAND_TS_153_R1","CHHAND"
"21362","C parvum",NA,"CHHAND_TS_153_R1","CHHAND"
"21363","Stongyloides stercoralis",NA,"CHHAND_TS_153_R1","CHHAND"
"21364","E. histolytica",NA,"CHHAND_TS_153_R1","CHHAND"
"21365","ETEC-ST",NA,"CHHAND_TS_153_R1","CHHAND"
"21366","Adenovirus 40/41",NA,"CHHAND_TS_153_R1","CHHAND"
"21367","Giardia duodenalis",NA,"CHHAND_TS_153_R1","CHHAND"
"21368","E. coli/ Shigella",NA,"CHHAND_TS_153_R1","CHHAND"
"21369","Ascaris",NA,"CHHAND_TS_153_R1","CHHAND"
"21370","ETEC-LT",NA,"CHHAND_TS_153_R1","CHHAND"
"21371","Necator americanus",NA,"CHHAND_TS_153_R1","CHHAND"
"21372","Norovirus GI",NA,"CHHAND_TS_153_R1","CHHAND"
"21373","Norovirus GII",NA,"CHHAND_TS_153_R1","CHHAND"
"21374","Rotavirus A",NA,"CHHAND_TS_153_R1","CHHAND"
"21375","Shigella flexneri 6",NA,"CHHAND_TS_153_R1","CHHAND"
"21376","EHEC 0157H7",NA,"CHHAND_TS_153_R1","CHHAND"
"21377","STEC",NA,"CHHAND_TS_153_R1","CHHAND"
"21378","Salmonella typhi",NA,"CHHAND_TS_153_R1","CHHAND"
"21379","Clostridium difficile",NA,"CHHAND_TS_153_R1","CHHAND"
"21380","Vibrio cholerae",NA,"CHHAND_TS_153_R1","CHHAND"
"21381","Trichuris",NA,"CHHAND_TS_153_R1","CHHAND"
"21382","Salmonella enterica",NA,"CHHAND_TS_153_R1","CHHAND"
"21383","Total E. coli",608.362205854411,"CHHAND_TS_153_R1","CHHAND"
"21384","Helicobacter pylori",NA,"CHHAND_TS_153_R1","CHHAND"
"21385","EIEC",NA,"CHHAND_TS_153_R1","CHHAND"
"21386","Enterovirus",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21387","EAEC",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21388","Ancyclostoma duodenale",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21389","Aeromonas",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21390","EPEC",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21391","Bacteroides fragilis",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21392","Campylobacter coli/jejuni",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21393","Astrovirus",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21394","Cyclospora cayetanesis",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21395","C hominis",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21396","Cryptosporidium spp.",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21397","C parvum",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21398","Stongyloides stercoralis",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21399","E. histolytica",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21400","ETEC-ST",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21401","Adenovirus 40/41",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21402","Giardia duodenalis",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21403","E. coli/ Shigella",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21404","Ascaris",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21405","ETEC-LT",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21406","Necator americanus",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21407","Norovirus GI",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21408","Norovirus GII",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21409","Rotavirus A",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21410","Shigella flexneri 6",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21411","EHEC 0157H7",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21412","STEC",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21413","Salmonella typhi",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21414","Clostridium difficile",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21415","Vibrio cholerae",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21416","Trichuris",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21417","Salmonella enterica",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21418","Total E. coli",4492.69115419571,"DRIWAT_SN_063_R1","DRIWAT"
"21419","Helicobacter pylori",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21420","EIEC",NA,"DRIWAT_SN_063_R1","DRIWAT"
"21421","Enterovirus",NA,"CHHAND_TS_149_R2","CHHAND"
"21422","EAEC",NA,"CHHAND_TS_149_R2","CHHAND"
"21423","Ancyclostoma duodenale",NA,"CHHAND_TS_149_R2","CHHAND"
"21424","Aeromonas",NA,"CHHAND_TS_149_R2","CHHAND"
"21425","EPEC",NA,"CHHAND_TS_149_R2","CHHAND"
"21426","Bacteroides fragilis",NA,"CHHAND_TS_149_R2","CHHAND"
"21427","Campylobacter coli/jejuni",NA,"CHHAND_TS_149_R2","CHHAND"
"21428","Astrovirus",NA,"CHHAND_TS_149_R2","CHHAND"
"21429","Cyclospora cayetanesis",NA,"CHHAND_TS_149_R2","CHHAND"
"21430","C hominis",NA,"CHHAND_TS_149_R2","CHHAND"
"21431","Cryptosporidium spp.",NA,"CHHAND_TS_149_R2","CHHAND"
"21432","C parvum",NA,"CHHAND_TS_149_R2","CHHAND"
"21433","Stongyloides stercoralis",NA,"CHHAND_TS_149_R2","CHHAND"
"21434","E. histolytica",NA,"CHHAND_TS_149_R2","CHHAND"
"21435","ETEC-ST",NA,"CHHAND_TS_149_R2","CHHAND"
"21436","Adenovirus 40/41",NA,"CHHAND_TS_149_R2","CHHAND"
"21437","Giardia duodenalis",15294.7116138898,"CHHAND_TS_149_R2","CHHAND"
"21438","E. coli/ Shigella",NA,"CHHAND_TS_149_R2","CHHAND"
"21439","Ascaris",NA,"CHHAND_TS_149_R2","CHHAND"
"21440","ETEC-LT",119.179508588652,"CHHAND_TS_149_R2","CHHAND"
"21441","Necator americanus",NA,"CHHAND_TS_149_R2","CHHAND"
"21442","Norovirus GI",NA,"CHHAND_TS_149_R2","CHHAND"
"21443","Norovirus GII",NA,"CHHAND_TS_149_R2","CHHAND"
"21444","Rotavirus A",NA,"CHHAND_TS_149_R2","CHHAND"
"21445","Shigella flexneri 6",NA,"CHHAND_TS_149_R2","CHHAND"
"21446","EHEC 0157H7",NA,"CHHAND_TS_149_R2","CHHAND"
"21447","STEC",NA,"CHHAND_TS_149_R2","CHHAND"
"21448","Salmonella typhi",NA,"CHHAND_TS_149_R2","CHHAND"
"21449","Clostridium difficile",NA,"CHHAND_TS_149_R2","CHHAND"
"21450","Vibrio cholerae",NA,"CHHAND_TS_149_R2","CHHAND"
"21451","Trichuris",NA,"CHHAND_TS_149_R2","CHHAND"
"21452","Salmonella enterica",NA,"CHHAND_TS_149_R2","CHHAND"
"21453","Total E. coli",10326.8270124028,"CHHAND_TS_149_R2","CHHAND"
"21454","Helicobacter pylori",NA,"CHHAND_TS_149_R2","CHHAND"
"21455","EIEC",NA,"CHHAND_TS_149_R2","CHHAND"
"21456","Enterovirus",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21457","EAEC",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21458","Ancyclostoma duodenale",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21459","Aeromonas",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21460","EPEC",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21461","Bacteroides fragilis",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21462","Campylobacter coli/jejuni",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21463","Astrovirus",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21464","Cyclospora cayetanesis",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21465","C hominis",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21466","Cryptosporidium spp.",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21467","C parvum",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21468","Stongyloides stercoralis",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21469","E. histolytica",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21470","ETEC-ST",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21471","Adenovirus 40/41",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21472","Giardia duodenalis",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21473","E. coli/ Shigella",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21474","Ascaris",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21475","ETEC-LT",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21476","Necator americanus",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21477","Norovirus GI",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21478","Norovirus GII",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21479","Rotavirus A",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21480","Shigella flexneri 6",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21481","EHEC 0157H7",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21482","STEC",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21483","Salmonella typhi",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21484","Clostridium difficile",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21485","Vibrio cholerae",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21486","Trichuris",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21487","Salmonella enterica",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21488","Total E. coli",2017.90201037483,"DRIWAT_SN_046_R1","DRIWAT"
"21489","Helicobacter pylori",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21490","EIEC",NA,"DRIWAT_SN_046_R1","DRIWAT"
"21491","Enterovirus",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21492","EAEC",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21493","Ancyclostoma duodenale",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21494","Aeromonas",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21495","EPEC",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21496","Bacteroides fragilis",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21497","Campylobacter coli/jejuni",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21498","Astrovirus",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21499","Cyclospora cayetanesis",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21500","C hominis",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21501","Cryptosporidium spp.",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21502","C parvum",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21503","Stongyloides stercoralis",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21504","E. histolytica",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21505","ETEC-ST",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21506","Adenovirus 40/41",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21507","Giardia duodenalis",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21508","E. coli/ Shigella",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21509","Ascaris",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21510","ETEC-LT",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21511","Necator americanus",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21512","Norovirus GI",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21513","Norovirus GII",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21514","Rotavirus A",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21515","Shigella flexneri 6",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21516","EHEC 0157H7",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21517","STEC",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21518","Salmonella typhi",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21519","Clostridium difficile",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21520","Vibrio cholerae",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21521","Trichuris",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21522","Salmonella enterica",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21523","Total E. coli",10362.598166983,"DRIWAT_SN_062_R2","DRIWAT"
"21524","Helicobacter pylori",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21525","EIEC",NA,"DRIWAT_SN_062_R2","DRIWAT"
"21526","Enterovirus",NA,"CHHAND_TS_156_R2","CHHAND"
"21527","EAEC",NA,"CHHAND_TS_156_R2","CHHAND"
"21528","Ancyclostoma duodenale",NA,"CHHAND_TS_156_R2","CHHAND"
"21529","Aeromonas",NA,"CHHAND_TS_156_R2","CHHAND"
"21530","EPEC",NA,"CHHAND_TS_156_R2","CHHAND"
"21531","Bacteroides fragilis",NA,"CHHAND_TS_156_R2","CHHAND"
"21532","Campylobacter coli/jejuni",NA,"CHHAND_TS_156_R2","CHHAND"
"21533","Astrovirus",NA,"CHHAND_TS_156_R2","CHHAND"
"21534","Cyclospora cayetanesis",NA,"CHHAND_TS_156_R2","CHHAND"
"21535","C hominis",NA,"CHHAND_TS_156_R2","CHHAND"
"21536","Cryptosporidium spp.",NA,"CHHAND_TS_156_R2","CHHAND"
"21537","C parvum",NA,"CHHAND_TS_156_R2","CHHAND"
"21538","Stongyloides stercoralis",NA,"CHHAND_TS_156_R2","CHHAND"
"21539","E. histolytica",NA,"CHHAND_TS_156_R2","CHHAND"
"21540","ETEC-ST",76.426597862494,"CHHAND_TS_156_R2","CHHAND"
"21541","Adenovirus 40/41",NA,"CHHAND_TS_156_R2","CHHAND"
"21542","Giardia duodenalis",623.987469111178,"CHHAND_TS_156_R2","CHHAND"
"21543","E. coli/ Shigella",NA,"CHHAND_TS_156_R2","CHHAND"
"21544","Ascaris",NA,"CHHAND_TS_156_R2","CHHAND"
"21545","ETEC-LT",NA,"CHHAND_TS_156_R2","CHHAND"
"21546","Necator americanus",NA,"CHHAND_TS_156_R2","CHHAND"
"21547","Norovirus GI",NA,"CHHAND_TS_156_R2","CHHAND"
"21548","Norovirus GII",NA,"CHHAND_TS_156_R2","CHHAND"
"21549","Rotavirus A",NA,"CHHAND_TS_156_R2","CHHAND"
"21550","Shigella flexneri 6",NA,"CHHAND_TS_156_R2","CHHAND"
"21551","EHEC 0157H7",NA,"CHHAND_TS_156_R2","CHHAND"
"21552","STEC",NA,"CHHAND_TS_156_R2","CHHAND"
"21553","Salmonella typhi",NA,"CHHAND_TS_156_R2","CHHAND"
"21554","Clostridium difficile",NA,"CHHAND_TS_156_R2","CHHAND"
"21555","Vibrio cholerae",NA,"CHHAND_TS_156_R2","CHHAND"
"21556","Trichuris",NA,"CHHAND_TS_156_R2","CHHAND"
"21557","Salmonella enterica",NA,"CHHAND_TS_156_R2","CHHAND"
"21558","Total E. coli",12873.662649991,"CHHAND_TS_156_R2","CHHAND"
"21559","Helicobacter pylori",NA,"CHHAND_TS_156_R2","CHHAND"
"21560","EIEC",NA,"CHHAND_TS_156_R2","CHHAND"
"21561","Enterovirus",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21562","EAEC",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21563","Ancyclostoma duodenale",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21564","Aeromonas",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21565","EPEC",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21566","Bacteroides fragilis",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21567","Campylobacter coli/jejuni",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21568","Astrovirus",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21569","Cyclospora cayetanesis",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21570","C hominis",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21571","Cryptosporidium spp.",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21572","C parvum",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21573","Stongyloides stercoralis",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21574","E. histolytica",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21575","ETEC-ST",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21576","Adenovirus 40/41",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21577","Giardia duodenalis",878.262080711417,"DRIWAT_TS_157_R2","DRIWAT"
"21578","E. coli/ Shigella",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21579","Ascaris",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21580","ETEC-LT",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21581","Necator americanus",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21582","Norovirus GI",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21583","Norovirus GII",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21584","Rotavirus A",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21585","Shigella flexneri 6",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21586","EHEC 0157H7",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21587","STEC",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21588","Salmonella typhi",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21589","Clostridium difficile",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21590","Vibrio cholerae",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21591","Trichuris",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21592","Salmonella enterica",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21593","Total E. coli",260.134011915613,"DRIWAT_TS_157_R2","DRIWAT"
"21594","Helicobacter pylori",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21595","EIEC",NA,"DRIWAT_TS_157_R2","DRIWAT"
"21596","Enterovirus",NA,"CHHAND_TS_136_R1","CHHAND"
"21597","EAEC",NA,"CHHAND_TS_136_R1","CHHAND"
"21598","Ancyclostoma duodenale",NA,"CHHAND_TS_136_R1","CHHAND"
"21599","Aeromonas",NA,"CHHAND_TS_136_R1","CHHAND"
"21600","EPEC",NA,"CHHAND_TS_136_R1","CHHAND"
"21601","Bacteroides fragilis",NA,"CHHAND_TS_136_R1","CHHAND"
"21602","Campylobacter coli/jejuni",NA,"CHHAND_TS_136_R1","CHHAND"
"21603","Astrovirus",NA,"CHHAND_TS_136_R1","CHHAND"
"21604","Cyclospora cayetanesis",NA,"CHHAND_TS_136_R1","CHHAND"
"21605","C hominis",NA,"CHHAND_TS_136_R1","CHHAND"
"21606","Cryptosporidium spp.",NA,"CHHAND_TS_136_R1","CHHAND"
"21607","C parvum",NA,"CHHAND_TS_136_R1","CHHAND"
"21608","Stongyloides stercoralis",NA,"CHHAND_TS_136_R1","CHHAND"
"21609","E. histolytica",NA,"CHHAND_TS_136_R1","CHHAND"
"21610","ETEC-ST",NA,"CHHAND_TS_136_R1","CHHAND"
"21611","Adenovirus 40/41",NA,"CHHAND_TS_136_R1","CHHAND"
"21612","Giardia duodenalis",532.620487910992,"CHHAND_TS_136_R1","CHHAND"
"21613","E. coli/ Shigella",NA,"CHHAND_TS_136_R1","CHHAND"
"21614","Ascaris",NA,"CHHAND_TS_136_R1","CHHAND"
"21615","ETEC-LT",1936.02158825894,"CHHAND_TS_136_R1","CHHAND"
"21616","Necator americanus",NA,"CHHAND_TS_136_R1","CHHAND"
"21617","Norovirus GI",NA,"CHHAND_TS_136_R1","CHHAND"
"21618","Norovirus GII",NA,"CHHAND_TS_136_R1","CHHAND"
"21619","Rotavirus A",NA,"CHHAND_TS_136_R1","CHHAND"
"21620","Shigella flexneri 6",NA,"CHHAND_TS_136_R1","CHHAND"
"21621","EHEC 0157H7",NA,"CHHAND_TS_136_R1","CHHAND"
"21622","STEC",NA,"CHHAND_TS_136_R1","CHHAND"
"21623","Salmonella typhi",NA,"CHHAND_TS_136_R1","CHHAND"
"21624","Clostridium difficile",NA,"CHHAND_TS_136_R1","CHHAND"
"21625","Vibrio cholerae",NA,"CHHAND_TS_136_R1","CHHAND"
"21626","Trichuris",NA,"CHHAND_TS_136_R1","CHHAND"
"21627","Salmonella enterica",NA,"CHHAND_TS_136_R1","CHHAND"
"21628","Total E. coli",2589.54032481337,"CHHAND_TS_136_R1","CHHAND"
"21629","Helicobacter pylori",NA,"CHHAND_TS_136_R1","CHHAND"
"21630","EIEC",NA,"CHHAND_TS_136_R1","CHHAND"
"21631","Enterovirus",NA,"CHHAND_TS_154_R2","CHHAND"
"21632","EAEC",NA,"CHHAND_TS_154_R2","CHHAND"
"21633","Ancyclostoma duodenale",NA,"CHHAND_TS_154_R2","CHHAND"
"21634","Aeromonas",NA,"CHHAND_TS_154_R2","CHHAND"
"21635","EPEC",NA,"CHHAND_TS_154_R2","CHHAND"
"21636","Bacteroides fragilis",NA,"CHHAND_TS_154_R2","CHHAND"
"21637","Campylobacter coli/jejuni",NA,"CHHAND_TS_154_R2","CHHAND"
"21638","Astrovirus",NA,"CHHAND_TS_154_R2","CHHAND"
"21639","Cyclospora cayetanesis",NA,"CHHAND_TS_154_R2","CHHAND"
"21640","C hominis",NA,"CHHAND_TS_154_R2","CHHAND"
"21641","Cryptosporidium spp.",NA,"CHHAND_TS_154_R2","CHHAND"
"21642","C parvum",NA,"CHHAND_TS_154_R2","CHHAND"
"21643","Stongyloides stercoralis",NA,"CHHAND_TS_154_R2","CHHAND"
"21644","E. histolytica",NA,"CHHAND_TS_154_R2","CHHAND"
"21645","ETEC-ST",NA,"CHHAND_TS_154_R2","CHHAND"
"21646","Adenovirus 40/41",NA,"CHHAND_TS_154_R2","CHHAND"
"21647","Giardia duodenalis",9879.12937960269,"CHHAND_TS_154_R2","CHHAND"
"21648","E. coli/ Shigella",NA,"CHHAND_TS_154_R2","CHHAND"
"21649","Ascaris",NA,"CHHAND_TS_154_R2","CHHAND"
"21650","ETEC-LT",80.9639650168418,"CHHAND_TS_154_R2","CHHAND"
"21651","Necator americanus",NA,"CHHAND_TS_154_R2","CHHAND"
"21652","Norovirus GI",NA,"CHHAND_TS_154_R2","CHHAND"
"21653","Norovirus GII",NA,"CHHAND_TS_154_R2","CHHAND"
"21654","Rotavirus A",NA,"CHHAND_TS_154_R2","CHHAND"
"21655","Shigella flexneri 6",NA,"CHHAND_TS_154_R2","CHHAND"
"21656","EHEC 0157H7",NA,"CHHAND_TS_154_R2","CHHAND"
"21657","STEC",NA,"CHHAND_TS_154_R2","CHHAND"
"21658","Salmonella typhi",NA,"CHHAND_TS_154_R2","CHHAND"
"21659","Clostridium difficile",NA,"CHHAND_TS_154_R2","CHHAND"
"21660","Vibrio cholerae",36.4254206717296,"CHHAND_TS_154_R2","CHHAND"
"21661","Trichuris",NA,"CHHAND_TS_154_R2","CHHAND"
"21662","Salmonella enterica",NA,"CHHAND_TS_154_R2","CHHAND"
"21663","Total E. coli",12988.3180540345,"CHHAND_TS_154_R2","CHHAND"
"21664","Helicobacter pylori",NA,"CHHAND_TS_154_R2","CHHAND"
"21665","EIEC",NA,"CHHAND_TS_154_R2","CHHAND"
"21666","Enterovirus",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21667","EAEC",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21668","Ancyclostoma duodenale",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21669","Aeromonas",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21670","EPEC",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21671","Bacteroides fragilis",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21672","Campylobacter coli/jejuni",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21673","Astrovirus",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21674","Cyclospora cayetanesis",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21675","C hominis",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21676","Cryptosporidium spp.",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21677","C parvum",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21678","Stongyloides stercoralis",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21679","E. histolytica",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21680","ETEC-ST",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21681","Adenovirus 40/41",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21682","Giardia duodenalis",527.313198590041,"DRIWAT_TS_149_R1","DRIWAT"
"21683","E. coli/ Shigella",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21684","Ascaris",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21685","ETEC-LT",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21686","Necator americanus",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21687","Norovirus GI",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21688","Norovirus GII",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21689","Rotavirus A",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21690","Shigella flexneri 6",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21691","EHEC 0157H7",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21692","STEC",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21693","Salmonella typhi",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21694","Clostridium difficile",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21695","Vibrio cholerae",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21696","Trichuris",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21697","Salmonella enterica",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21698","Total E. coli",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21699","Helicobacter pylori",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21700","EIEC",NA,"DRIWAT_TS_149_R1","DRIWAT"
"21701","Enterovirus",NA,"CHHAND_TS_139_R2","CHHAND"
"21702","EAEC",NA,"CHHAND_TS_139_R2","CHHAND"
"21703","Ancyclostoma duodenale",NA,"CHHAND_TS_139_R2","CHHAND"
"21704","Aeromonas",NA,"CHHAND_TS_139_R2","CHHAND"
"21705","EPEC",NA,"CHHAND_TS_139_R2","CHHAND"
"21706","Bacteroides fragilis",NA,"CHHAND_TS_139_R2","CHHAND"
"21707","Campylobacter coli/jejuni",NA,"CHHAND_TS_139_R2","CHHAND"
"21708","Astrovirus",NA,"CHHAND_TS_139_R2","CHHAND"
"21709","Cyclospora cayetanesis",NA,"CHHAND_TS_139_R2","CHHAND"
"21710","C hominis",NA,"CHHAND_TS_139_R2","CHHAND"
"21711","Cryptosporidium spp.",NA,"CHHAND_TS_139_R2","CHHAND"
"21712","C parvum",NA,"CHHAND_TS_139_R2","CHHAND"
"21713","Stongyloides stercoralis",NA,"CHHAND_TS_139_R2","CHHAND"
"21714","E. histolytica",NA,"CHHAND_TS_139_R2","CHHAND"
"21715","ETEC-ST",NA,"CHHAND_TS_139_R2","CHHAND"
"21716","Adenovirus 40/41",NA,"CHHAND_TS_139_R2","CHHAND"
"21717","Giardia duodenalis",3042.14790392461,"CHHAND_TS_139_R2","CHHAND"
