"","pathogens","PosNeg","Sample","Cardno","type"
"26073","Norovirus GII","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26074","Rotavirus A","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26075","Shigella flexneri 6","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26076","Crassphage","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26077","EHEC 0157H7","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26078","STEC","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26079","Salmonella typhi","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26080","Clostridium difficile","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26081","Vibrio cholerae","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26082","Trichuris","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26083","Salmonella enterica","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26084","Helicobacter pylori","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26085","EIEC","Negative","DRIWAT_TS_148_R1","card7_APH_20230720","DRIWAT"
"26086","Total 18S","Positive","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26087","Enterovirus","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26088","EAEC","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26089","Ancyclostoma duodenale","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26090","Aeromonas","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26091","Bacterial 16S","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26092","EPEC","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26093","Bacteroides fragilis","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26094","Campylobacter coli/jejuni","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26095","Astrovirus","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26096","Cyclospora cayetanesis","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26097","C hominis","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26098","Cryptosporidium spp.","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26099","C parvum","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26100","Stongyloides stercoralis","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26101","E. histolytica","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26102","ETEC-ST","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26103","Adenovirus 40/41","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26104","Giardia duodenalis","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26105","E. coli/ Shigella","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26106","Ascaris","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26107","ETEC-LT","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26108","Necator americanus","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26109","Norovirus GI","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26110","Norovirus GII","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26111","Rotavirus A","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26112","Shigella flexneri 6","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26113","Crassphage","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26114","EHEC 0157H7","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26115","STEC","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26116","Salmonella typhi","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26117","Clostridium difficile","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26118","Vibrio cholerae","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26119","Trichuris","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26120","Salmonella enterica","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26121","Helicobacter pylori","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26122","EIEC","Negative","DRIWAT_TS_157_R1","card7_APH_20230720","DRIWAT"
"26123","Total 18S","Positive","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26124","Enterovirus","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26125","EAEC","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26126","Ancyclostoma duodenale","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26127","Aeromonas","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26128","Bacterial 16S","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26129","EPEC","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26130","Bacteroides fragilis","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26131","Campylobacter coli/jejuni","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26132","Astrovirus","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26133","Cyclospora cayetanesis","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26134","C hominis","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26135","Cryptosporidium spp.","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26136","C parvum","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26137","Stongyloides stercoralis","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26138","E. histolytica","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26139","ETEC-ST","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26140","Adenovirus 40/41","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26141","Giardia duodenalis","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26142","E. coli/ Shigella","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26143","Ascaris","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26144","ETEC-LT","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26145","Necator americanus","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26146","Norovirus GI","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26147","Norovirus GII","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26148","Rotavirus A","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26149","Shigella flexneri 6","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26150","Crassphage","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26151","EHEC 0157H7","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26152","STEC","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26153","Salmonella typhi","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26154","Clostridium difficile","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26155","Vibrio cholerae","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26156","Trichuris","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26157","Salmonella enterica","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26158","Helicobacter pylori","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26159","EIEC","Negative","DRIWAT_TS_151_R1","card7_APH_20230720","DRIWAT"
"26160","Total 18S","Positive","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26161","Enterovirus","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26162","EAEC","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26163","Ancyclostoma duodenale","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26164","Aeromonas","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26165","Bacterial 16S","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26166","EPEC","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26167","Bacteroides fragilis","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26168","Campylobacter coli/jejuni","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26169","Astrovirus","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26170","Cyclospora cayetanesis","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26171","C hominis","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26172","Cryptosporidium spp.","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26173","C parvum","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26174","Stongyloides stercoralis","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26175","E. histolytica","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26176","ETEC-ST","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26177","Adenovirus 40/41","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26178","Giardia duodenalis","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26179","E. coli/ Shigella","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26180","Ascaris","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26181","ETEC-LT","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26182","Necator americanus","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26183","Norovirus GI","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26184","Norovirus GII","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26185","Rotavirus A","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26186","Shigella flexneri 6","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26187","Crassphage","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26188","EHEC 0157H7","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26189","STEC","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26190","Salmonella typhi","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26191","Clostridium difficile","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26192","Vibrio cholerae","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26193","Trichuris","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26194","Salmonella enterica","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26195","Helicobacter pylori","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26196","EIEC","Negative","DRIWAT_TS_137_R1","card7_APH_20230720","DRIWAT"
"26197","Total 18S","Positive","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26198","Enterovirus","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26199","EAEC","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26200","Ancyclostoma duodenale","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26201","Aeromonas","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26202","Bacterial 16S","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26203","EPEC","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26204","Bacteroides fragilis","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26205","Campylobacter coli/jejuni","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26206","Astrovirus","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26207","Cyclospora cayetanesis","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26208","C hominis","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26209","Cryptosporidium spp.","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26210","C parvum","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26211","Stongyloides stercoralis","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26212","E. histolytica","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26213","ETEC-ST","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26214","Adenovirus 40/41","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26215","Giardia duodenalis","Positive","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26216","E. coli/ Shigella","Positive","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26217","Ascaris","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26218","ETEC-LT","Positive","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26219","Necator americanus","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26220","Norovirus GI","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26221","Norovirus GII","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26222","Rotavirus A","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26223","Shigella flexneri 6","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26224","Crassphage","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26225","EHEC 0157H7","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26226","STEC","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26227","Salmonella typhi","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26228","Clostridium difficile","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26229","Vibrio cholerae","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26230","Trichuris","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26231","Salmonella enterica","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26232","Helicobacter pylori","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26233","EIEC","Negative","DRIWAT_TS_162_R2","card7_APH_20230720","DRIWAT"
"26234","Total 18S","Positive","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26235","Enterovirus","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26236","EAEC","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26237","Ancyclostoma duodenale","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26238","Aeromonas","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26239","Bacterial 16S","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26240","EPEC","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26241","Bacteroides fragilis","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26242","Campylobacter coli/jejuni","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26243","Astrovirus","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26244","Cyclospora cayetanesis","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26245","C hominis","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26246","Cryptosporidium spp.","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26247","C parvum","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26248","Stongyloides stercoralis","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26249","E. histolytica","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26250","ETEC-ST","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26251","Adenovirus 40/41","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26252","Giardia duodenalis","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26253","E. coli/ Shigella","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26254","Ascaris","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26255","ETEC-LT","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26256","Necator americanus","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26257","Norovirus GI","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26258","Norovirus GII","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26259","Rotavirus A","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26260","Shigella flexneri 6","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26261","Crassphage","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26262","EHEC 0157H7","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26263","STEC","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26264","Salmonella typhi","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26265","Clostridium difficile","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26266","Vibrio cholerae","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26267","Trichuris","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26268","Salmonella enterica","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26269","Helicobacter pylori","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26270","EIEC","Negative","DRIWAT_TS_153_R2","card7_APH_20230720","DRIWAT"
"26271","Total 18S","Positive","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26272","Enterovirus","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26273","EAEC","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26274","Ancyclostoma duodenale","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26275","Aeromonas","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26276","Bacterial 16S","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26277","EPEC","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26278","Bacteroides fragilis","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26279","Campylobacter coli/jejuni","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26280","Astrovirus","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26281","Cyclospora cayetanesis","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26282","C hominis","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26283","Cryptosporidium spp.","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26284","C parvum","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26285","Stongyloides stercoralis","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26286","E. histolytica","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26287","ETEC-ST","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26288","Adenovirus 40/41","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26289","Giardia duodenalis","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26290","E. coli/ Shigella","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26291","Ascaris","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26292","ETEC-LT","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26293","Necator americanus","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26294","Norovirus GI","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26295","Norovirus GII","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26296","Rotavirus A","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26297","Shigella flexneri 6","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26298","Crassphage","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26299","EHEC 0157H7","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26300","STEC","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26301","Salmonella typhi","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26302","Clostridium difficile","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26303","Vibrio cholerae","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26304","Trichuris","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26305","Salmonella enterica","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26306","Helicobacter pylori","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26307","EIEC","Negative","DRIWAT_TS_142_R2","card8_APH_20230720","DRIWAT"
"26308","Total 18S","Positive","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26309","Enterovirus","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26310","EAEC","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26311","Ancyclostoma duodenale","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26312","Aeromonas","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26313","Bacterial 16S","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26314","EPEC","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26315","Bacteroides fragilis","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26316","Campylobacter coli/jejuni","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26317","Astrovirus","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26318","Cyclospora cayetanesis","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26319","C hominis","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26320","Cryptosporidium spp.","Positive","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26321","C parvum","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26322","Stongyloides stercoralis","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26323","E. histolytica","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26324","ETEC-ST","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26325","Adenovirus 40/41","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26326","Giardia duodenalis","Positive","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26327","E. coli/ Shigella","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26328","Ascaris","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26329","ETEC-LT","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26330","Necator americanus","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26331","Norovirus GI","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26332","Norovirus GII","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26333","Rotavirus A","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26334","Shigella flexneri 6","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26335","Crassphage","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26336","EHEC 0157H7","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26337","STEC","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26338","Salmonella typhi","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26339","Clostridium difficile","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26340","Vibrio cholerae","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26341","Trichuris","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26342","Salmonella enterica","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26343","Helicobacter pylori","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26344","EIEC","Negative","DRIWAT_TS_131_R1","card8_APH_20230720","DRIWAT"
"26345","Total 18S","Positive","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26346","Enterovirus","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26347","EAEC","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26348","Ancyclostoma duodenale","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26349","Aeromonas","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26350","Bacterial 16S","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26351","EPEC","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26352","Bacteroides fragilis","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26353","Campylobacter coli/jejuni","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26354","Astrovirus","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
